id,1,2,3,4,5,6,7,8,9
162,1082,65.14,726,250,162,137,177,0,0
163,1083,62.37,778,75,299,72,331,1,0
165,1084,97.18,1102,352,351,136,256,7,0
166,1085,98,848,238,394,113,103,0,0
170,1086,93.58,1379,618,159,91,511,0,0
171,1087,91.53,934,312,227,134,261,0,0
173,1088,93.13,911,306,131,93,381,0,0
174,1089,93.65,591,236,144,54,157,0,0
175,1090,90.4,683,119,188,103,273,0,0
176,1091,94.75,416,264,144,0,8,0,0
177,1092,92.49,612,13,0,175,424,0,0
179,1093,92.02,945,293,199,141,312,0,0
180,1094,90.3,538,7,0,143,388,0,0
181,1095,82.04,233,51,182,0,0,0,0
182,1096,83.33,585,201,186,65,133,0,0
185,1097,80.86,382,85,108,77,112,0,0
186,1098,49.82,346,65,18,19,183,61,1
188,1099,69.92,611,199,19,58,335,0,0
190,1100,94.77,1338,537,187,105,509,0,0
191,1101,96.17,823,535,137,75,76,0,0
193,1102,90.35,1034,410,145,224,247,8,0
194,1103,92.7,438,15,0,141,282,0,0
195,1104,86.33,1397,357,328,177,486,49,0
197,1105,87.96,1940,466,1031,66,377,0,0
198,1106,85.47,891,233,190,156,312,0,0
199,1107,93.07,1209,363,230,151,438,27,0
200,1108,93.36,948,512,436,0,0,0,0
201,1109,96.55,612,120,96,75,226,95,0
202,1110,93.84,1726,596,215,148,767,0,0
203,1111,95.54,2282,451,1168,148,515,0,0
204,1112,20.18,186,66,22,11,87,0,1
206,1113,94.47,815,320,211,64,220,0,0
211,1114,66.44,591,369,7,20,195,0,0
212,1115,0.84,9,2,0,0,7,0,1
213,1116,83.56,663,124,64,30,219,226,0
215,1117,53.48,696,275,97,39,285,0,1
216,1118,94.18,1908,658,263,114,834,39,0
217,1119,31.39,528,155,139,36,198,0,1
218,1120,91.91,741,528,178,0,35,0,0
219,1121,91.06,1751,295,30,166,1197,63,0
221,1122,93.64,177,0,4,32,141,0,0
226,1123,80.1,313,1,1,174,113,24,0
227,1124,89.74,417,5,5,161,246,0,0
228,1125,78.92,279,0,4,134,141,0,0
230,1126,61.51,169,7,0,37,125,0,0
231,1127,95.25,1384,581,378,83,336,6,0
233,1128,90,1088,497,193,79,312,7,0
234,1129,97.65,330,8,0,67,245,10,0
238,1130,90.49,789,111,218,142,318,0,0
239,1131,5.21,74,12,0,30,32,0,1
240,1132,44.56,566,207,142,85,132,0,1
241,1133,26,99,0,2,54,43,0,1
244,1134,77.85,523,366,127,0,30,0,0
246,1135,94.06,643,485,141,0,17,0,0
247,1136,95.49,767,332,146,100,189,0,0
248,1137,91.08,1416,211,688,91,425,1,0
251,1138,98.26,954,403,140,83,326,2,0
259,1139,70.18,320,171,141,0,8,0,0
260,1140,0.83,29,7,0,5,17,0,1
261,1141,59.88,585,231,104,38,212,0,1
263,1142,93.08,1175,344,219,89,520,3,0
264,1143,92.41,591,208,304,12,67,0,0
266,1144,94.45,2151,906,439,247,559,0,0
267,1145,96.66,2104,693,304,239,866,2,0
268,1146,68,881,393,204,51,228,5,0
269,1147,86.29,1016,419,221,107,269,0,0
271,1148,83.95,701,137,291,115,158,0,0
272,1149,84.84,642,151,234,107,150,0,0
275,1150,76.18,950,336,139,64,411,0,0
276,1151,28.44,463,238,36,34,155,0,1
277,1152,87.68,1323,337,270,69,628,19,0
278,1153,87.93,675,124,285,38,219,9,0
282,1154,86.83,354,22,197,20,115,0,0
283,1155,82.53,663,296,109,63,195,0,0
284,1156,93.88,1475,596,160,143,576,0,0
286,1157,94.77,948,102,298,90,352,106,0
287,1158,92.59,685,69,221,78,256,61,0
288,1159,96.01,510,32,2,112,363,1,0
290,1160,89.52,294,1,0,110,183,0,0
291,1161,68.49,262,0,1,100,161,0,0
293,1162,83.3,467,10,0,121,336,0,0
294,1163,93.33,2120,573,935,61,516,35,0
296,1164,43.55,470,194,97,24,154,1,1
297,1165,95.37,952,140,254,126,432,0,0
306,1166,25.44,418,187,155,20,56,0,1
307,1167,5.09,27,0,0,19,8,0,1
309,1168,54.81,791,154,477,51,109,0,1
318,1169,56.29,413,227,159,0,27,0,1
322,1170,74.62,816,168,467,32,148,1,0
323,1171,75.66,747,288,193,54,212,0,0
325,1172,91.96,1598,371,741,146,340,0,0
326,1173,80.45,639,72,125,198,244,0,0
327,1174,82.79,642,46,223,120,252,1,0
328,1175,74.46,725,81,98,113,334,99,0
329,1176,82.01,987,767,220,0,0,0,0
330,1177,97.91,1859,605,333,206,673,42,0
335,1178,86.27,453,169,80,0,31,173,0
336,1179,72.94,481,203,85,0,63,130,0
337,1180,77.78,1889,512,875,138,361,3,0
338,1181,68.15,681,497,147,0,37,0,0
339,1182,92.55,650,111,52,67,263,157,0
340,1183,93.63,2383,860,807,187,529,0,0
343,1184,81.04,395,277,108,0,10,0,0
347,1185,92.14,1987,683,367,259,677,1,0
348,1186,89.68,1497,420,503,151,423,0,0
349,1187,56.62,719,331,121,74,193,0,1
350,1188,86.92,913,421,213,39,240,0,0
351,1189,90.29,1113,486,412,45,170,0,0
352,1190,74.75,1021,476,173,104,268,0,0
353,1191,79.52,1470,595,255,117,503,0,0
358,1192,90.95,1950,438,793,141,578,0,0
359,1193,80.61,219,2,1,25,191,0,0
365,1194,85.82,1078,467,154,60,397,0,0
366,1195,76.79,905,265,296,43,301,0,0
368,1196,69.67,675,201,239,39,196,0,0
369,1197,70.76,406,106,113,38,149,0,0
376,1198,83.62,834,581,211,0,41,1,0
380,1199,95.13,272,70,202,0,0,0,0
381,1200,98.22,330,127,50,0,4,149,0
383,1201,91.82,629,425,177,0,27,0,0
384,1202,91.63,408,281,121,0,6,0,0
385,1203,89.15,763,551,212,0,0,0,0
386,1204,86.76,626,525,80,0,21,0,0
388,1205,0,18,17,0,0,1,0,1
389,1206,93.12,645,235,195,19,196,0,0
390,1207,93.66,720,333,210,9,168,0,0
392,1208,97.65,570,408,157,0,5,0,0
396,1209,88.21,318,77,241,0,0,0,0
401,1210,93.33,1447,539,295,185,428,0,0
402,1211,95.08,1641,432,326,160,621,102,0
403,1212,83.32,1533,757,199,229,335,13,0
404,1213,87.16,1434,697,202,222,285,28,0
406,1214,96,793,127,85,109,238,234,0
407,1215,83.35,1878,426,847,166,438,1,0
408,1216,94.82,406,72,153,37,144,0,0
409,1217,84.79,1093,406,165,76,446,0,0
411,1218,92,1131,134,311,152,534,0,0
413,1219,87.42,2026,758,183,238,847,0,0
416,1220,95.44,1348,204,856,69,219,0,0
417,1221,93.78,935,361,179,169,218,8,0
418,1222,76.87,166,103,33,21,7,2,0
421,1223,86.16,1639,760,160,133,586,0,0
422,1224,90.97,2068,524,836,112,596,0,0
425,1225,85.67,1299,304,672,93,230,0,0
426,1226,94.48,798,271,128,116,283,0,0
427,1227,95.62,1774,951,232,92,499,0,0
428,1228,91.55,468,108,169,75,116,0,0
431,1229,95.13,697,244,129,81,243,0,0
432,1230,95.76,1010,421,255,117,217,0,0
433,1231,73.12,1518,676,184,107,551,0,0
435,1232,58.71,561,99,309,33,120,0,1
436,1233,84.56,639,252,59,43,285,0,0
437,1234,96.27,1347,675,240,82,345,5,0
439,1235,70.23,454,60,212,7,174,1,0
440,1236,73.52,731,330,124,68,209,0,0
441,1237,85.8,1654,673,306,95,580,0,0
442,1238,80.64,1916,776,388,195,557,0,0
443,1239,79.25,712,222,165,133,192,0,0
444,1240,93.78,1142,366,164,172,440,0,0
445,1241,93.74,1000,482,133,176,185,24,0
448,1242,91.74,1089,424,213,146,306,0,0
449,1243,93.79,825,211,236,94,284,0,0
450,1244,80.84,657,254,120,69,214,0,0
452,1245,85.53,1803,943,160,332,350,18,0
453,1246,93.58,1862,515,677,245,425,0,0
455,1247,90.32,1667,270,897,136,364,0,0
460,1248,78.76,399,276,123,0,0,0,0
462,1249,93.18,1253,712,541,0,0,0,0
464,1250,90.94,699,366,333,0,0,0,0
466,1251,93.59,332,148,163,2,19,0,0
467,1252,64.66,647,301,124,82,140,0,0
469,1253,98.27,1361,530,193,105,533,0,0
470,1254,96.9,1074,258,285,109,422,0,0
471,1255,91.22,639,344,295,0,0,0,0
472,1256,32.86,470,222,75,43,130,0,1
473,1257,96.95,1034,425,169,51,387,2,0
474,1258,97.35,764,248,190,37,285,4,0
475,1259,97.74,1020,381,174,139,326,0,0
478,1260,97.05,463,119,196,34,113,1,0
480,1261,90.64,1429,721,260,67,381,0,0
481,1262,86.35,1140,423,202,129,386,0,0
487,1263,72.18,1754,768,256,154,535,41,0
488,1264,92.39,1013,386,258,80,289,0,0
490,1265,21,347,9,0,71,267,0,1
491,1266,91.73,836,0,0,201,635,0,0
492,1267,88.98,495,2,6,167,320,0,0
493,1268,84.85,1426,250,649,130,397,0,0
494,1269,62.16,228,8,3,62,155,0,0
495,1270,83.53,600,3,3,206,388,0,0
496,1271,26.26,390,1,7,38,344,0,1
497,1272,85.64,230,3,0,35,192,0,0
499,1273,79.96,2042,668,485,180,709,0,0
500,1274,84.39,591,11,3,158,419,0,0
501,1275,74.63,854,4,3,242,605,0,0
503,1276,98.63,1013,360,203,122,328,0,0
504,1277,94.88,291,1,1,99,190,0,0
505,1278,94.98,480,6,1,78,395,0,0
507,1279,93.38,1402,346,652,101,303,0,0
510,1280,96.35,398,80,138,60,120,0,0
511,1281,90.93,203,40,62,55,46,0,0
512,1282,94.98,851,271,133,48,399,0,0
513,1283,81.61,202,65,36,23,78,0,0
515,1284,97.25,427,0,0,60,367,0,0
518,1285,96.13,318,3,3,95,216,1,0
519,1286,97.58,231,1,0,54,176,0,0
520,1287,95.69,447,2,1,100,343,1,0
521,1288,95.66,236,0,1,74,161,0,0
523,1289,84.32,94,0,0,19,75,0,0
527,1290,94.11,185,0,0,61,124,0,0
528,1291,47.34,269,4,2,49,214,0,1
529,1292,61.59,1312,403,682,37,190,0,0
530,1293,11.34,57,0,0,3,54,0,1
531,1294,91.36,366,0,0,90,276,0,0
533,1295,59.88,187,2,0,67,118,0,1
534,1296,96.7,1330,9,59,265,997,0,0
535,1297,94.12,1475,316,709,98,352,0,0
536,1298,82.29,812,316,24,93,379,0,0
538,1299,66.69,245,1,0,111,132,1,0
539,1300,65.15,180,7,3,76,94,0,0
540,1301,18.4,351,1,4,123,223,0,1
541,1302,41.54,239,1,4,100,134,0,1
542,1303,92.53,361,0,0,62,299,0,0
544,1304,91.67,710,157,84,110,246,113,0
545,1305,64.02,505,163,81,36,225,0,0
546,1306,78.27,264,178,86,0,0,0,0
547,1307,93.16,420,157,120,20,123,0,0
549,1308,7.14,4,1,2,0,0,1,1
550,1309,84.45,920,465,150,49,256,0,0
552,1310,72.53,621,282,143,34,162,0,0
554,1311,60.04,144,79,65,0,0,0,0
556,1312,90.9,979,679,297,0,3,0,0
557,1313,93.83,301,275,26,0,0,0,0
559,1314,78.08,416,371,44,0,1,0,0
560,1315,87.57,607,446,154,0,7,0,0
561,1316,41.37,380,248,132,0,0,0,1
563,1317,59.77,470,420,38,0,1,11,1
564,1318,84.26,1049,310,731,0,8,0,0
573,1319,96.53,457,298,159,0,0,0,0
578,1320,93.86,380,122,258,0,0,0,0
580,1321,94.46,421,275,133,0,13,0,0
581,1322,94.61,960,297,654,0,9,0,0
582,1323,71.64,337,168,71,0,5,93,0
586,1324,38.16,641,353,150,19,119,0,1
587,1325,74.37,520,289,114,12,105,0,0
588,1326,70.14,414,234,72,9,99,0,0
589,1327,71.15,349,192,80,17,60,0,0
591,1328,92.5,689,64,153,114,358,0,0
595,1329,33.07,285,43,86,36,120,0,1
596,1330,33.25,1328,361,609,105,253,0,1
597,1331,82.35,1304,320,554,140,290,0,0
598,1332,78.49,800,311,198,89,202,0,0
603,1333,96.84,2172,324,1358,108,382,0,0
604,1334,100,644,6,1,203,434,0,0
605,1335,85.76,1045,212,277,204,352,0,0
612,1336,66.01,173,1,3,15,154,0,0
614,1337,67.01,281,1,0,50,230,0,0
615,1338,37.55,132,0,0,31,101,0,1
618,1339,86,1317,256,647,115,299,0,0
621,1340,85.59,675,291,180,45,159,0,0
625,1341,65.49,367,5,3,77,282,0,0
627,1342,84.05,399,0,1,67,331,0,0
628,1343,64.81,405,4,2,65,334,0,0
629,1344,89.95,330,1,3,72,253,1,0
631,1345,99.54,255,3,0,51,201,0,0
635,1346,94.24,620,1,1,148,470,0,0
638,1347,45.97,786,293,123,162,208,0,1
647,1348,59.17,421,171,65,57,128,0,1
648,1349,64.55,847,316,185,97,249,0,0
649,1350,96.52,295,15,1,50,229,0,0
650,1351,84.13,227,106,117,0,4,0,0
652,1352,93.4,953,331,98,82,442,0,0
653,1353,92.87,254,119,128,0,6,1,0
654,1354,92.28,665,154,506,0,5,0,0
655,1355,92.68,805,148,219,65,373,0,0
656,1356,85.74,897,758,136,0,3,0,0
659,1357,83.09,289,88,40,0,1,160,0
660,1358,86.93,922,343,207,103,269,0,0
662,1359,16.03,90,52,35,0,3,0,1
663,1360,51.24,443,167,141,35,100,0,1
664,1361,76.31,1283,416,332,186,349,0,0
665,1362,19.43,24,17,7,0,0,0,1
666,1363,91.45,1576,285,443,89,759,0,0
675,1364,52.16,224,5,116,40,63,0,1
677,1365,67.39,784,255,164,81,282,2,0
678,1366,79.28,1402,494,166,128,614,0,0
679,1367,45.09,639,279,122,64,174,0,1
680,1368,94.28,2095,491,894,102,608,0,0
683,1369,85.55,820,62,308,107,343,0,0
684,1370,91.65,903,72,200,288,343,0,0
686,1371,96.29,1877,470,981,107,318,1,0
687,1372,46.56,367,116,175,22,54,0,1
688,1373,90.36,929,202,101,43,340,243,0
689,1374,90.32,912,192,93,25,380,222,0
693,1375,6.79,193,96,30,19,48,0,1
695,1376,92.7,1722,296,802,208,416,0,0
696,1377,94.82,423,2,0,142,279,0,0
700,1378,79.53,1176,186,627,82,272,9,0
701,1379,89.98,1028,211,455,91,264,7,0
702,1380,80.41,761,360,83,83,223,12,0
703,1381,72.5,890,371,107,66,345,1,0
705,1382,88.77,610,116,179,48,191,76,0
706,1383,1.04,253,21,131,10,89,2,1
707,1384,0.86,168,60,0,4,102,2,1
708,1385,87.94,404,202,71,20,111,0,0
710,1386,0,2,1,0,0,1,0,1
711,1387,14.07,210,72,27,33,78,0,1
713,1388,1.28,75,22,10,8,35,0,1
714,1389,58.33,55,4,15,4,32,0,1
715,1390,15.65,299,69,109,20,101,0,1
716,1391,4.81,176,37,42,10,87,0,1
717,1392,23.24,243,56,123,19,45,0,1
720,1393,47.4,132,3,0,67,61,1,1
722,1394,72.96,848,357,146,95,250,0,0
726,1395,93.63,2476,514,1455,93,413,1,0
730,1396,34.09,19,0,0,3,16,0,1
733,1397,88.36,590,69,72,167,207,75,0
737,1398,94.85,215,0,0,39,176,0,0
739,1399,96.45,2142,428,1095,136,483,0,0
741,1400,84.65,382,2,0,84,296,0,0
743,1401,77.19,204,3,1,71,115,14,0
745,1402,78.14,1057,246,489,121,200,1,0
746,1403,83.06,243,0,1,125,117,0,0
747,1404,84.56,523,1,1,147,374,0,0
748,1405,80.83,333,2,1,112,218,0,0
749,1406,94.26,205,1,1,51,152,0,0
751,1407,96.44,480,187,93,0,70,130,0
753,1408,81.91,335,9,3,56,267,0,0
754,1409,87.67,600,13,0,133,454,0,0
755,1410,1,53,19,9,7,18,0,1
757,1411,78.08,1867,374,1007,121,365,0,0
759,1412,97,2418,707,494,267,949,1,0
760,1413,95.89,1692,311,445,275,661,0,0
761,1414,96.09,3659,432,1477,241,1509,0,0
763,1415,96.64,401,1,3,86,311,0,0
766,1416,88.94,127,1,0,38,88,0,0
767,1417,90.79,215,76,83,0,0,56,0
768,1418,60.25,286,104,79,39,64,0,0
769,1419,4.62,67,53,14,0,0,0,1
770,1420,0,1,1,0,0,0,0,1
771,1421,90.47,611,379,232,0,0,0,0
772,1422,86.2,367,209,158,0,0,0,0
776,1423,87.39,1098,349,731,0,18,0,0
779,1424,13.58,206,127,78,0,1,0,1
781,1425,60.8,642,434,204,0,4,0,0
784,1426,97.29,593,423,170,0,0,0,0
785,1427,91.22,492,272,220,0,0,0,0
786,1428,95,949,617,300,0,27,5,0
788,1429,40.2,271,125,145,0,1,0,1
789,1430,15.3,123,52,71,0,0,0,1
795,1431,96.29,589,7,25,158,399,0,0
796,1432,77.09,793,416,122,81,172,2,0
798,1433,82.43,265,1,1,107,156,0,0
801,1434,96.17,1175,382,70,176,527,20,0
802,1435,98.16,700,5,20,201,474,0,0
803,1436,0.83,14,0,0,2,12,0,1
805,1437,93.87,574,11,1,81,481,0,0
807,1438,31.44,167,0,0,30,137,0,1
810,1439,91.96,296,1,29,130,124,12,0
811,1440,88.81,534,12,5,117,400,0,0
813,1441,27.06,202,167,23,0,12,0,1
816,1442,71.36,265,80,185,0,0,0,0
817,1443,88.27,354,207,142,0,5,0,0
820,1444,80.96,331,98,226,0,7,0,0
830,1445,97,221,90,122,0,9,0,0
831,1446,96.79,255,166,81,0,8,0,0
832,1447,95.12,551,127,235,53,136,0,0
833,1448,98.38,507,299,130,8,70,0,0
836,1449,95.05,728,218,73,46,283,108,0
838,1450,93.03,705,98,223,122,262,0,0
839,1451,48.7,275,4,1,50,220,0,1
840,1452,81.55,1080,668,151,16,243,2,0
841,1453,85.73,403,85,157,12,149,0,0
842,1454,73.15,661,309,141,61,150,0,0
843,1455,76.11,621,319,182,33,87,0,0
844,1456,69.45,768,453,171,42,102,0,0
845,1457,65.86,476,222,44,40,170,0,0
846,1458,92.16,753,336,243,62,110,2,0
847,1459,95.21,795,337,154,78,226,0,0
848,1460,83.25,1431,307,631,64,428,1,0
849,1461,99.92,688,175,361,29,123,0,0
850,1462,60.34,187,4,0,31,152,0,0
853,1463,9.61,335,55,174,18,88,0,1
854,1464,94.26,1189,188,104,104,609,184,0
855,1465,93.68,787,101,104,56,419,107,0
856,1466,86.6,1170,452,229,182,307,0,0
857,1467,99.3,376,6,1,46,323,0,0
858,1468,63.88,692,222,260,42,168,0,0
860,1469,7.19,455,155,79,57,164,0,1
862,1470,92.18,240,3,2,44,191,0,0
863,1471,84.55,311,0,0,63,247,1,0
865,1472,81.83,714,364,113,35,202,0,0
867,1473,77.66,212,1,5,18,188,0,0
868,1474,65.55,99,0,2,15,82,0,0
869,1475,88.66,348,52,120,37,139,0,0
870,1476,73.68,257,38,97,26,96,0,0
871,1477,92.36,1367,624,117,84,542,0,0
872,1478,93.25,849,340,131,100,278,0,0
874,1479,3.84,113,31,29,10,43,0,1
876,1480,41.8,151,1,3,50,97,0,1
879,1481,1.06,24,0,0,4,20,0,1
881,1482,72.34,1173,601,157,232,173,10,0
882,1483,91.32,2678,437,1225,363,653,0,0
883,1484,92.91,476,84,52,23,146,171,0
885,1485,88.77,1072,260,602,57,153,0,0
886,1486,79.14,379,2,0,109,268,0,0
893,1487,28.18,245,112,28,0,20,85,1
895,1488,87.92,755,285,126,0,21,323,0
897,1489,90.96,236,48,188,0,0,0,0
898,1490,96.18,305,141,63,0,24,77,0
899,1491,70.62,454,12,1,132,309,0,0
901,1492,95.47,171,0,0,43,127,1,0
905,1493,55.42,247,24,223,0,0,0,1
913,1494,71.45,312,225,59,0,28,0,0
915,1495,26.22,242,68,174,0,0,0,1
918,1496,92.15,711,500,204,0,7,0,0
925,1497,19.36,650,475,171,0,4,0,1
926,1498,87.56,370,84,286,0,0,0,0
929,1499,88.04,376,216,160,0,0,0,0
932,1500,92.28,315,95,52,0,20,148,0
933,1501,92.7,549,321,228,0,0,0,0
934,1502,96.86,147,71,67,0,9,0,0
935,1503,96.93,230,190,38,0,2,0,0
937,1504,93.35,577,150,427,0,0,0,0
939,1505,87.26,697,583,93,0,21,0,0
944,1506,96.12,706,89,253,54,310,0,0
945,1507,97.43,781,207,97,41,261,175,0
946,1508,97.26,558,115,124,28,190,101,0
947,1509,0.38,166,55,4,4,95,8,1
950,1510,61.59,1177,595,285,62,235,0,0
951,1511,86.96,683,448,24,40,171,0,0
952,1512,44.71,994,361,201,81,351,0,1
957,1513,72.2,664,340,166,95,63,0,0
958,1514,73.52,2554,577,1218,155,604,0,0
959,1515,88.32,1292,260,796,45,191,0,0
962,1516,98.04,2161,1039,406,95,618,3,0
963,1517,99.79,787,159,51,46,325,206,0
965,1518,60.41,499,66,157,147,129,0,0
966,1519,60.59,520,130,163,103,124,0,0
967,1520,99.16,858,84,31,53,519,171,0
968,1521,96.65,608,444,154,0,10,0,0
969,1522,99.6,336,1,1,67,267,0,0
970,1523,99.16,315,2,0,39,274,0,0
971,1524,80.99,152,0,0,2,150,0,0
972,1525,10.01,88,1,0,12,75,0,1
975,1526,70.39,1333,309,735,73,216,0,0
977,1527,46.31,164,0,1,25,138,0,1
978,1528,82.09,1994,761,621,187,425,0,0
980,1529,80.73,1022,9,5,255,753,0,0
981,1530,95.73,988,1,1,270,716,0,0
982,1531,87.69,639,1,3,190,445,0,0
983,1532,22.3,305,4,0,36,265,0,1
984,1533,38.46,194,4,1,78,111,0,1
985,1534,29.03,134,3,1,26,104,0,1
995,1535,82.4,861,170,683,0,8,0,0
999,1536,94.73,984,690,293,0,1,0,0
1011,1537,30.18,180,22,115,21,22,0,1
1012,1538,85.64,571,128,101,81,261,0,0
1014,1539,94.86,654,383,137,87,47,0,0
1016,1540,6.91,1,1,0,0,0,0,1
1017,1541,94.28,138,7,125,0,6,0,0
1018,1542,96.8,619,106,507,0,6,0,0
1021,1543,57.59,929,491,142,72,224,0,1
1022,1544,95.48,1058,408,183,104,363,0,0
1024,1545,0,78,59,1,0,18,0,1
1025,1546,0,32,9,8,1,14,0,1
1026,1547,95.09,931,234,685,0,12,0,0
1027,1548,96.69,1014,216,786,0,12,0,0
1031,1549,72.13,1393,570,365,106,352,0,0
1032,1550,84.09,912,197,535,55,125,0,0
1035,1551,95.01,501,1,8,106,386,0,0
1036,1552,95.55,518,13,4,139,362,0,0
1038,1553,32.2,713,399,289,0,25,0,1
1039,1554,23.64,18,0,0,4,14,0,1
1043,1555,3.41,285,168,15,17,85,0,1
1044,1556,35.66,132,10,67,11,44,0,1
1046,1557,95.61,641,58,175,193,215,0,0
1047,1558,61.55,576,315,61,44,156,0,0
1049,1559,0.19,75,8,22,8,36,1,1
1050,1560,93.63,2276,366,1394,121,395,0,0
1051,1561,82.98,662,251,214,45,152,0,0
1053,1562,96.24,419,60,359,0,0,0,0
1054,1563,98.82,1598,776,223,113,479,7,0
1055,1564,90.03,199,6,163,0,30,0,0
1057,1565,26.95,4,4,0,0,0,0,1
1058,1566,87.56,1609,513,494,93,509,0,0
1071,1567,39.9,575,234,121,54,165,1,1
1073,1568,99.09,680,231,169,7,273,0,0
1076,1569,0.92,163,24,0,16,123,0,1
1077,1570,16.62,222,10,51,40,121,0,1
1078,1571,0,121,13,7,11,90,0,1
1081,1572,78.11,329,58,49,47,140,35,0
1082,1573,76.75,598,327,116,48,107,0,0
1084,1574,81.91,634,261,175,86,112,0,0
1086,1575,99.18,716,320,146,40,205,5,0
1090,1576,95.04,1562,576,201,154,631,0,0
1091,1577,96.72,1105,448,146,102,409,0,0
1094,1578,53.34,370,152,87,33,97,1,1
1095,1579,79.33,424,64,215,43,102,0,0
1097,1580,68.6,1322,422,207,143,550,0,0
1098,1581,69.09,386,39,154,89,104,0,0
1103,1582,78.59,859,376,212,73,167,31,0
1105,1583,61.82,605,148,84,23,125,225,0
1107,1584,90.81,723,289,191,58,185,0,0
1108,1585,0,167,65,0,4,57,41,1
1109,1586,7.92,376,75,174,25,102,0,1
1112,1587,88.7,1012,396,259,128,229,0,0
1113,1588,79.5,1111,404,343,97,267,0,0
1117,1589,87.12,831,340,204,77,210,0,0
1124,1590,84.2,332,5,0,110,217,0,0
1127,1591,90.23,853,339,195,114,205,0,0
1128,1592,36.5,759,199,359,31,170,0,1
1129,1593,68.91,1766,376,844,85,458,3,0
1130,1594,87.24,642,231,173,121,112,5,0
1132,1595,31.74,246,182,46,0,18,0,1
1133,1596,58.29,61,27,34,0,0,0,1
1135,1597,93.25,1135,545,155,68,367,0,0
1136,1598,90.05,678,82,0,41,555,0,0
